client 0.000025 0.000021 0.000019 0.000023 0.000031
mds 0.000135 0.00013 0.00009 0.000135 0.00034
osd 0 0 0 0 0
net 0.000223 0.000182 0.000165 0.000204 0.0004
client 0.000024 0.000025 0.000027 0.000035 0.000203
mds 0.000131 0.000137 0.000282 0.000478 0.001389
osd 0 0 0 0 0
net 0.000211 0.000154 0.000145 0.00017 0.000229
